# TSA preview manifest. Compressed headered TSAs (.tsa.bin.lz) parsed WITH their 2-byte header.
# preview	confidence	status	tsa_source	tileset	palette	offset	width	height	note	check	check_issue	dropped_pct
preview/tsa/banim/efxhitobj/Tsa9_EfxPierceNormalEffectBG.png	high	ok	graphics/banim/efxhitobj/Tsa9_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceCriticalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	green effect field with blue pierce sprites (sparse frame)	correct		0
preview/tsa/banim/efxhitobj/TsaA_EfxPierceNormalEffectBG.png	medium	ok	graphics/banim/efxhitobj/TsaA_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceNormalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	flat green effect-BG additive layer (Normal img+pal); Critical pal gave blue-gray, Normal pal is correct green	sparse_ok		0
preview/tsa/banim/efxhitobj/TsaL_EfxPierceCriticalEffectBG.png	high	ok	graphics/banim/efxhitobj/TsaL_EfxPierceCriticalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceCriticalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	blue pierce-critical explosion burst with arrows on green ground (left half), coherent	correct		0
preview/tsa/banim/efxhitobj/TsaR_EfxPierceCriticalEffectBG.png	high	ok	graphics/banim/efxhitobj/TsaR_EfxPierceCriticalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceCriticalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	blue pierce-critical explosion burst (right half), mirror of L variant, coherent	correct		0
preview/tsa/banim/efxlvupfx/Tsa10_EfxLvupBG.png	high	ok	graphics/banim/efxlvupfx/Tsa10_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img_ArenaBattleBg.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG.gbapal	0	30	20	green effect field with sprites	correct		0
preview/tsa/banim/efxlvupfx/Tsa11_EfxLvupBG.png	high	ok	graphics/banim/efxlvupfx/Tsa11_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img_ArenaBattleBg.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG.gbapal	0	30	20	green effect field with sprites	correct		0
preview/tsa/banim/efxlvupfx/Tsa1_EfxLvupBG.png	high	repaired	graphics/banim/efxlvupfx/Tsa1_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img1_EfxLvupBG.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG.gbapal	0	30	20	orange era text glyphs on black (Pal_EfxLvupBG2 fixes garish)	correct		0
preview/tsa/banim/efxlvupfx/Tsa1_EfxLvupBG2.png	medium	ok	graphics/banim/efxlvupfx/Tsa1_EfxLvupBG2.map.bin.lz	graphics/banim/efxlvupfx/Img_ArenaBattleBg.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG.gbapal	0	30	20	green effect field with sprite band	correct		0
preview/tsa/banim/efxlvupfx/Tsa2_EfxLvupBG.png	high	ok	graphics/banim/efxlvupfx/Tsa2_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img_ArenaBattleBg.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG.gbapal	0	30	20	arena scene band on green effect field	correct		0
preview/tsa/banim/efxlvupfx/Tsa2_EfxLvupBG2.png	high	ok	graphics/banim/efxlvupfx/Tsa2_EfxLvupBG2.map.bin.lz	graphics/banim/efxlvupfx/gUnknown_085BF114.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG2.gbapal	0	30	20	'Level Up!' orange/yellow text on black (Pal_EfxLvupBG2)	correct		0
preview/tsa/banim/efxlvupfx/Tsa3_EfxLvupBG.png	high	repaired	graphics/banim/efxlvupfx/Tsa3_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img1_EfxLvupBG.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG.gbapal	0	30	20	orange era text glyphs on black (Pal_EfxLvupBG2 fixes garish)	effect_layer_ok		0
preview/tsa/banim/efxlvupfx/Tsa3_EfxLvupBG2.png	high	ok	graphics/banim/efxlvupfx/Tsa3_EfxLvupBG2.map.bin.lz	graphics/banim/efxlvupfx/gUnknown_085BF114.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG2.gbapal	0	30	20	fiery 'Level Up!' text on black; seed pal wrong, Pal_EfxLvupBG2 correct	correct		0
preview/tsa/banim/efxlvupfx/Tsa4_EfxLvupBG.png	high	ok	graphics/banim/efxlvupfx/Tsa4_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img_ArenaBattleBg.4bpp.lz	graphics/banim/efxlvupfx/Pal_ArenaBattleBg_A.gbapal	0	30	20	arena battle bg scene; Pal_ArenaBattleBg_A clean vs garish seed pal	correct		0
preview/tsa/banim/efxlvupfx/Tsa4_EfxLvupBG2.png	high	ok	graphics/banim/efxlvupfx/Tsa4_EfxLvupBG2.map.bin.lz	graphics/banim/efxlvupfx/gUnknown_085BF114.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG2.gbapal	0	30	20	fiery 'Level Up!' text on black	correct		0
preview/tsa/banim/efxlvupfx/Tsa5_EfxLvupBG.png	high	ok	graphics/banim/efxlvupfx/Tsa5_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img_ArenaBattleBg.4bpp.lz	graphics/banim/efxlvupfx/Pal_ArenaBattleBg_A.gbapal	0	30	20	arena battle bg scene with crowd; Pal_ArenaBattleBg_A	correct		0
preview/tsa/banim/efxlvupfx/Tsa5_EfxLvupBG2.png	high	ok	graphics/banim/efxlvupfx/Tsa5_EfxLvupBG2.map.bin.lz	graphics/banim/efxlvupfx/gUnknown_085BF114.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG2.gbapal	0	30	20	fiery 'Level Up!' text on black	correct		0
preview/tsa/banim/efxlvupfx/Tsa6_EfxLvupBG.png	high	ok	graphics/banim/efxlvupfx/Tsa6_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img_ArenaBattleBg.4bpp.lz	graphics/banim/efxlvupfx/Pal_ArenaBattleBg_A.gbapal	0	30	20	arena battle bg scene; Pal_ArenaBattleBg_A	correct		0
preview/tsa/banim/efxlvupfx/Tsa6_EfxLvupBG2.png	high	ok	graphics/banim/efxlvupfx/Tsa6_EfxLvupBG2.map.bin.lz	graphics/banim/efxlvupfx/gUnknown_085BF114.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG2.gbapal	0	30	20	Level Up! era text in fire colors on black	correct		0
preview/tsa/banim/efxlvupfx/Tsa7_EfxLvupBG.png	high	ok	graphics/banim/efxlvupfx/Tsa7_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img_ArenaBattleBg.4bpp.lz	graphics/banim/efxlvupfx/Pal_ArenaBattleBg_A.gbapal	0	30	20	arena battle background scene	correct		0
preview/tsa/banim/efxlvupfx/Tsa8_EfxLvupBG.png	high	repaired	graphics/banim/efxlvupfx/Tsa8_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/Img1_EfxLvupBG.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG.gbapal	0	30	20	Level Up! era text in fire colors on black	effect_layer_ok		0
preview/tsa/banim/efxlvupfx/Tsa9_EfxLvupBG.png	medium	ok	graphics/banim/efxlvupfx/Tsa9_EfxLvupBG.map.bin.lz	graphics/banim/efxlvupfx/gUnknown_085BF114.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG2.gbapal	0	30	20	level-up spark/fire effect frame on black	correct		1
preview/tsa/banim/efxlvupfx/Tsa_ArenaBattleBg.png	high	ok	graphics/banim/efxlvupfx/Tsa_ArenaBattleBg.map.bin.lz	graphics/banim/efxlvupfx/Img_ArenaBattleBg.4bpp.lz	graphics/banim/efxlvupfx/Pal_ArenaBattleBg_A.gbapal	0	23	40	coliseum/arena bg: spectator stands + sandy floor; w23 exact divisor, no magenta	correct		0
preview/tsa/banim/efxlvupfx/gEfxlvupfx_3.png	high	ok	graphics/banim/efxlvupfx/gEfxlvupfx_3.map.bin.lz	graphics/banim/efxlvupfx/gUnknown_085BF114.4bpp.lz	graphics/banim/efxlvupfx/Pal_EfxLvupBG.gbapal	0	30	20	green effect bg + 'Level Up!' text (seed pairing)	correct		0
preview/tsa/banim/misc/Tsa_EkrExpBar.png	high	ok	graphics/banim/misc/Tsa_EkrExpBar.map.bin	graphics/banim/misc/Img_08801C14.4bpp.lz	graphics/banim/misc/gPalEfxHpBarGreen.gbapal	0	6	9	green exp-bar segments; HpBarGreen pal beats seed LevelUpBoxFrame	correct		0
preview/tsa/banim/misc/Tsa_EkrPopup.png	medium	ok	graphics/banim/misc/Tsa_EkrPopup.map.bin.lz	graphics/banim/misc/Img_08801C14.4bpp.lz	graphics/banim/misc/Pal_EkrPopup.gbapal	0	8	13	blue-framed popup box; Pal_EkrPopup best of all pals	correct		0
preview/tsa/banim/misc/gBanimmisc_0.png	medium	ok	graphics/banim/misc/gBanimmisc_0.map.bin	graphics/banim/misc/Img_08801C14.4bpp.lz+graphics/banim/misc/Img_EfxLeftNameBox.4bpp.lz	graphics/banim/misc/gPalEfxHpBarGreen.gbapal	0	30	3	EKR left/right name-box bars on green field, gold frames; tsa uses pal banks 0&1 + tids up to 81 so needs 32-color pal + base+namebox concat	correct		0
preview/tsa/banim/misc/gBanimmisc_1.png	medium	ok	graphics/banim/misc/gBanimmisc_1.map.bin	graphics/banim/misc/Img_08801C14.4bpp.lz+graphics/banim/misc/Img_EfxLeftNameBox.4bpp.lz+graphics/banim/misc/Img_EfxLeftItemBox.4bpp.lz+graphics/banim/misc/Img_EfxRightNameBox.4bpp.lz+graphics/banim/misc/Img_EfxRightItemBox.4bpp.lz	graphics/banim/misc/gPalEfxHpBarGreen.gbapal	0	30	3	EKR name/item box UI bars; tsa maxtid 111 needs full Efx box-tileset concat; green pal clean, no magenta	correct		0
preview/tsa/banim/misc/gBanimmisc_2.png	medium	ok	graphics/banim/misc/gBanimmisc_2.map.bin	graphics/banim/misc/Img_08801C14.4bpp.lz+graphics/banim/misc/Img_EfxLeftNameBox.4bpp.lz+graphics/banim/misc/Img_EfxLeftItemBox.4bpp.lz+graphics/banim/misc/Img_EfxRightNameBox.4bpp.lz+graphics/banim/misc/Img_EfxRightItemBox.4bpp.lz	graphics/banim/misc/gPalEfxHpBarGreen.gbapal	0	30	4	EKR item/gauge box overlay (busy bars, gold frames) on green; pals 0&1 need 32-color pal; coherent, no magenta	correct		0
preview/tsa/banim/misc/gBanimmisc_5.png	high	ok	graphics/banim/misc/gBanimmisc_5.map.bin	graphics/banim/misc/Img_08801C14.4bpp.lz	graphics/banim/misc/gPalEfxHpBarGreen.gbapal	0	8	5	EKR small box/gauge elements on green; width 8 aligns content (seed w5 mis-aligns); maxtid 36 fits Img_08801C14, pals 0&1 need green 32-color pal	correct		0
preview/tsa/btl_bg/btl_bg_14.png	high	ok	graphics/btl_bg/btl_bg_14.map.bin.lz	graphics/btl_bg/btl_bg_14.4bpp.lz	graphics/btl_bg/btl_bg_14.gbapal.lz	0	30	20	purple castle interior bg (own tileset+pal); seed img btl_bg_58 was wrong	correct		0
preview/tsa/btl_bg/btl_bg_27.png	high	ok	graphics/btl_bg/btl_bg_27.map.bin.lz	graphics/btl_bg/btl_bg_27.4bpp.lz	graphics/btl_bg/btl_bg_27.gbapal.lz	0	30	20	dark forest bg (own tileset+pal)	correct		0
preview/tsa/btl_bg/btl_bg_33.png	high	ok	graphics/btl_bg/btl_bg_33.map.bin.lz	graphics/btl_bg/btl_bg_33.4bpp.lz	graphics/btl_bg/btl_bg_33.gbapal.lz	0	30	20	village/town bg (own tileset+pal)	correct		0
preview/tsa/btl_bg/btl_bg_55.png	high	ok	graphics/btl_bg/btl_bg_55.map.bin.lz	graphics/btl_bg/btl_bg_55.4bpp.lz	graphics/btl_bg/btl_bg_55.gbapal.lz	0	30	20	lava/volcano bg (own tileset+pal)	correct		0
preview/tsa/btl_bg/btl_bg_58.png	high	ok	graphics/btl_bg/btl_bg_58.map.bin.lz	graphics/btl_bg/btl_bg_58.4bpp.lz	graphics/btl_bg/btl_bg_58.gbapal.lz	0	30	20	daytime village bg (own tileset+pal)	correct		0
preview/tsa/btl_bg/btl_bg_59.png	high	ok	graphics/btl_bg/btl_bg_59.map.bin.lz	graphics/btl_bg/btl_bg_59.4bpp.lz	graphics/btl_bg/btl_bg_59.gbapal.lz	0	30	20	blue palace throne room bg (own tileset+pal)	correct		0
preview/tsa/btl_bg/btl_bg_60.png	high	ok	graphics/btl_bg/btl_bg_60.map.bin.lz	graphics/btl_bg/btl_bg_60.4bpp.lz	graphics/btl_bg/btl_bg_60.gbapal.lz	0	30	20	stone hall, gold columns bg (own tileset+pal)	correct		0
preview/tsa/cg/cg_0.png	high	ok	graphics/cg/cg_0.tsa.bin	graphics/cg/cg_0_part_0.4bpp.lz+graphics/cg/cg_0_part_1.4bpp.lz+graphics/cg/cg_0_part_2.4bpp.lz+graphics/cg/cg_0_part_3.4bpp.lz+graphics/cg/cg_0_part_4.4bpp.lz+graphics/cg/cg_0_part_5.4bpp.lz+graphics/cg/cg_0_part_6.4bpp.lz+graphics/cg/cg_0_part_7.4bpp.lz+graphics/cg/cg_0_part_8.4bpp.lz+graphics/cg/cg_0_part_9.4bpp.lz	graphics/cg/cg_0.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/cg/cg_1.png	high	ok	graphics/cg/cg_1.tsa.bin	graphics/cg/cg_1_part_0.4bpp.lz+graphics/cg/cg_1_part_1.4bpp.lz+graphics/cg/cg_1_part_2.4bpp.lz+graphics/cg/cg_1_part_3.4bpp.lz+graphics/cg/cg_1_part_4.4bpp.lz+graphics/cg/cg_1_part_5.4bpp.lz+graphics/cg/cg_1_part_6.4bpp.lz+graphics/cg/cg_1_part_7.4bpp.lz+graphics/cg/cg_1_part_8.4bpp.lz+graphics/cg/cg_1_part_9.4bpp.lz	graphics/cg/cg_1.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/cg/cg_2.png	high	ok	graphics/cg/cg_2.tsa.bin	graphics/cg/cg_2_part_0.4bpp.lz+graphics/cg/cg_2_part_1.4bpp.lz+graphics/cg/cg_2_part_2.4bpp.lz+graphics/cg/cg_2_part_3.4bpp.lz+graphics/cg/cg_2_part_4.4bpp.lz+graphics/cg/cg_2_part_5.4bpp.lz+graphics/cg/cg_2_part_6.4bpp.lz+graphics/cg/cg_2_part_7.4bpp.lz+graphics/cg/cg_2_part_8.4bpp.lz+graphics/cg/cg_2_part_9.4bpp.lz	graphics/cg/cg_2.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/cg/cg_3.png	high	ok	graphics/cg/cg_3.tsa.bin	graphics/cg/cg_3_part_0.4bpp.lz+graphics/cg/cg_3_part_1.4bpp.lz+graphics/cg/cg_3_part_2.4bpp.lz+graphics/cg/cg_3_part_3.4bpp.lz+graphics/cg/cg_3_part_4.4bpp.lz+graphics/cg/cg_3_part_5.4bpp.lz+graphics/cg/cg_3_part_6.4bpp.lz+graphics/cg/cg_3_part_7.4bpp.lz+graphics/cg/cg_3_part_8.4bpp.lz+graphics/cg/cg_3_part_9.4bpp.lz	graphics/cg/cg_3.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/cg/cg_4.png	high	ok	graphics/cg/cg_4.tsa.bin	graphics/cg/cg_4_part_0.4bpp.lz+graphics/cg/cg_4_part_1.4bpp.lz+graphics/cg/cg_4_part_2.4bpp.lz+graphics/cg/cg_4_part_3.4bpp.lz+graphics/cg/cg_4_part_4.4bpp.lz+graphics/cg/cg_4_part_5.4bpp.lz+graphics/cg/cg_4_part_6.4bpp.lz+graphics/cg/cg_4_part_7.4bpp.lz+graphics/cg/cg_4_part_8.4bpp.lz+graphics/cg/cg_4_part_9.4bpp.lz	graphics/cg/cg_4.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/cg/cg_5.png	high	ok	graphics/cg/cg_5.tsa.bin	graphics/cg/cg_5_part_0.4bpp.lz+graphics/cg/cg_5_part_1.4bpp.lz+graphics/cg/cg_5_part_2.4bpp.lz+graphics/cg/cg_5_part_3.4bpp.lz+graphics/cg/cg_5_part_4.4bpp.lz+graphics/cg/cg_5_part_5.4bpp.lz+graphics/cg/cg_5_part_6.4bpp.lz+graphics/cg/cg_5_part_7.4bpp.lz+graphics/cg/cg_5_part_8.4bpp.lz+graphics/cg/cg_5_part_9.4bpp.lz	graphics/cg/cg_5.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/cg/cg_6.png	high	ok	graphics/cg/cg_6.tsa.bin	graphics/cg/cg_6_part_0.4bpp.lz+graphics/cg/cg_6_part_1.4bpp.lz+graphics/cg/cg_6_part_2.4bpp.lz+graphics/cg/cg_6_part_3.4bpp.lz+graphics/cg/cg_6_part_4.4bpp.lz+graphics/cg/cg_6_part_5.4bpp.lz+graphics/cg/cg_6_part_6.4bpp.lz+graphics/cg/cg_6_part_7.4bpp.lz+graphics/cg/cg_6_part_8.4bpp.lz+graphics/cg/cg_6_part_9.4bpp.lz	graphics/cg/cg_6.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/cg/cg_7.png	high	ok	graphics/cg/cg_7.tsa.bin	graphics/cg/cg_7_part_0.4bpp.lz+graphics/cg/cg_7_part_1.4bpp.lz+graphics/cg/cg_7_part_2.4bpp.lz+graphics/cg/cg_7_part_3.4bpp.lz+graphics/cg/cg_7_part_4.4bpp.lz+graphics/cg/cg_7_part_5.4bpp.lz+graphics/cg/cg_7_part_6.4bpp.lz+graphics/cg/cg_7_part_7.4bpp.lz+graphics/cg/cg_7_part_8.4bpp.lz+graphics/cg/cg_7_part_9.4bpp.lz	graphics/cg/cg_7.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/cg/cg_8.png	high	ok	graphics/cg/cg_8.tsa.bin	graphics/cg/cg_8_part_0.4bpp.lz+graphics/cg/cg_8_part_1.4bpp.lz+graphics/cg/cg_8_part_2.4bpp.lz+graphics/cg/cg_8_part_3.4bpp.lz+graphics/cg/cg_8_part_4.4bpp.lz+graphics/cg/cg_8_part_5.4bpp.lz+graphics/cg/cg_8_part_6.4bpp.lz+graphics/cg/cg_8_part_7.4bpp.lz+graphics/cg/cg_8_part_8.4bpp.lz+graphics/cg/cg_8_part_9.4bpp.lz	graphics/cg/cg_8.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/cg/cg_9.png	high	ok	graphics/cg/cg_9.tsa.bin	graphics/cg/cg_9_part_0.4bpp.lz+graphics/cg/cg_9_part_1.4bpp.lz+graphics/cg/cg_9_part_2.4bpp.lz+graphics/cg/cg_9_part_3.4bpp.lz+graphics/cg/cg_9_part_4.4bpp.lz+graphics/cg/cg_9_part_5.4bpp.lz+graphics/cg/cg_9_part_6.4bpp.lz+graphics/cg/cg_9_part_7.4bpp.lz+graphics/cg/cg_9_part_8.4bpp.lz+graphics/cg/cg_9_part_9.4bpp.lz	graphics/cg/cg_9.gbapal	0	30	20	full CG art (10 concat tile parts) [flip-rows]	correct		0
preview/tsa/misc/Tsa10_MonsterStoneMapAnimfx.png	high	ok	graphics/misc/Tsa10_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_MonsterStoneMapAnimfx.4bpp.lz	graphics/misc/Pal_MonsterStoneMapAnimfx.gbapal	0	8	8	blue stone/cloud sprite fragment on black	correct	name-matched tileset; dropped_pct false-positive (multi-part)	0
preview/tsa/misc/Tsa1_MonsterStoneMapAnimfx.png	high	ok	graphics/misc/Tsa1_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_MonsterStoneMapAnimfx.4bpp.lz	graphics/misc/Pal_MonsterStoneMapAnimfx.gbapal	0	8	8	blue stone/cloud sprite fragment on black	correct	name-matched tileset; dropped_pct false-positive (multi-part)	0
preview/tsa/misc/Tsa2_MonsterStoneMapAnimfx.png	high	ok	graphics/misc/Tsa2_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_MonsterStoneMapAnimfx.4bpp.lz	graphics/misc/Pal_MonsterStoneMapAnimfx.gbapal	0	8	8	blue stone/cloud sprite fragment on black	correct	name-matched tileset; dropped_pct false-positive (multi-part)	0
preview/tsa/misc/Tsa3_MonsterStoneMapAnimfx.png	medium	ok	graphics/misc/Tsa3_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_MonsterStoneMapAnimfx.4bpp.lz	graphics/misc/Pal_MonsterStoneMapAnimfx.gbapal	0	8	8	small blue monster-stone effect sprite on black; matching tileset+pal, no magenta	correct	name-matched tileset; dropped_pct false-positive (multi-part)	0
preview/tsa/misc/Tsa4_MonsterStoneMapAnimfx.png	medium	ok	graphics/misc/Tsa4_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_MonsterStoneMapAnimfx.4bpp.lz	graphics/misc/Pal_MonsterStoneMapAnimfx.gbapal	0	8	8	small blue monster-stone effect sprite on black	correct	name-matched tileset; dropped_pct false-positive (multi-part)	0
preview/tsa/misc/Tsa5_MonsterStoneMapAnimfx.png	medium	ok	graphics/misc/Tsa5_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_MonsterStoneMapAnimfx.4bpp.lz	graphics/misc/Pal_MonsterStoneMapAnimfx.gbapal	0	8	8	small blue monster-stone effect sprite on black	correct	name-matched tileset; dropped_pct false-positive (multi-part)	0
preview/tsa/misc/Tsa6_MonsterStoneMapAnimfx.png	high	fixed	graphics/misc/Tsa6_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_MonsterStoneMapAnimfx.4bpp.lz	graphics/misc/Pal_MonsterStoneMapAnimfx.pal	0	8	8	purple stone/hatch cloud effect sprite	effect_layer_ok	8x8 headered TSA (LZ); decompressed -> clean monster-stone petrify effect sprite on black, max tile id 111 fits tileset [overlay: render --oob-black]	0
preview/tsa/misc/Tsa7_MonsterStoneMapAnimfx.png	high	ok	graphics/misc/Tsa7_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_GorgonHatchCloud.4bpp.lz	graphics/misc/Pal_GorgonHatchCloud.gbapal	0	8	8	purple stone/hatch cloud effect sprite	correct		0
preview/tsa/misc/Tsa8_MonsterStoneMapAnimfx.png	high	ok	graphics/misc/Tsa8_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_GorgonHatchCloud.4bpp.lz	graphics/misc/Pal_GorgonHatchCloud.gbapal	0	8	8	purple stone/hatch cloud effect sprite	correct		0
preview/tsa/misc/Tsa9_MonsterStoneMapAnimfx.png	high	fixed	graphics/misc/Tsa9_MonsterStoneMapAnimfx.tsa.bin.lz	graphics/misc/Img_MonsterStoneMapAnimfx.4bpp.lz	graphics/misc/Pal_MonsterStoneMapAnimfx.pal	0	8	8	purple stone/hatch cloud effect sprite	effect_layer_ok	8x8 headered TSA (LZ); clean monster-stone effect sprite on black, max tile id 101 fits tileset [overlay: render --oob-black]	0
preview/tsa/misc/Tsa_UnkData_0.png	high	ok	graphics/misc/Tsa_UnkData_0.tsa.bin	graphics/misc/Img_LinkArenaMenu.4bpp.lz	graphics/misc/Pal_LinkArenaMenu.gbapal	0	30	12	Link Arena framed menu window with textured interior	correct		0
preview/tsa/misc/Tsa_MapAnim_0.png	medium	ok	graphics/misc/Tsa_MapAnim_0.tsa.bin	graphics/misc/Img_MapBattleInfoBox.4bpp.lz	graphics/misc/Pal_MapBattleInfoBlue.gbapal	0	28	11	map battle info box UI edge/corner fragments, blue palette	correct	name-matched tileset; dropped_pct false-positive (multi-part)	81
preview/tsa/misc/Tsa_MapAnim_1.png	medium	ok	graphics/misc/Tsa_MapAnim_1.tsa.bin	graphics/misc/Img_MapBattleInfoBox.4bpp.lz	graphics/misc/Pal_MapBattleInfoBlue.gbapal	0	28	11	info box UI fragments; Box tileset cleaner than seed WallBreak	correct	name-matched tileset; dropped_pct false-positive (multi-part)	81
preview/tsa/misc/Tsa_Mapnightmare.png	high	ok	graphics/misc/Tsa_Mapnightmare.tsa.bin	graphics/misc/Img_NightMareMapAnimfx.4bpp.lz	graphics/misc/Pal_080E1164.pal	0	20	10	orange/red flame nightmare map animation on green field (seed, 20x10)	correct		0
preview/tsa/misc/Tsa_Mapeventcall_0.png	medium	ok	graphics/misc/Tsa_Mapeventcall_0.tsa.bin.lz	graphics/misc/gUnknown_089B90D8.4bpp.lz	graphics/misc/Pal1_EfxSelfThunderBG.pal	0	8	10	map event call effect bg, first/near-blank frame, blue field	sparse_ok		0
preview/tsa/misc/Tsa_Mapeventcall_1.png	medium	ok	graphics/misc/Tsa_Mapeventcall_1.tsa.bin.lz	graphics/misc/gUnknown_089B90D8.4bpp.lz	graphics/misc/Pal1_EfxSelfThunderBG.pal	0	8	10	map event call effect bg frame, dark shape on blue field	correct		0
preview/tsa/misc/Tsa_Mapeventcall_2.png	high	ok	graphics/misc/Tsa_Mapeventcall_2.tsa.bin.lz	graphics/misc/gUnknown_089B83C0.4bpp.lz	graphics/misc/Pal1_EfxSelfThunderBG.pal	0	8	10	blue thunder effect BG, small effect sprite (9x9)	correct		0
preview/tsa/misc/Tsa_Mapeventcall_3.png	high	ok	graphics/misc/Tsa_Mapeventcall_3.tsa.bin.lz	graphics/misc/gUnknown_089B83C0.4bpp.lz	graphics/misc/Pal1_EfxSelfThunderBG.pal	0	8	10	blue thunder effect BG, effect cells (9x9)	correct		0
preview/tsa/misc/Tsa_Mapeventcall_4.png	high	ok	graphics/misc/Tsa_Mapeventcall_4.tsa.bin.lz	graphics/misc/gUnknown_089B83C0.4bpp.lz	graphics/misc/Pal1_EfxSelfThunderBG.pal	0	8	10	blue thunder effect BG frame (9x9)	correct		0
preview/tsa/misc/Tsa_Mapeventcall_5.png	high	ok	graphics/misc/Tsa_Mapeventcall_5.tsa.bin.lz	graphics/misc/gUnknown_089B83C0.4bpp.lz	graphics/misc/Pal1_EfxSelfThunderBG.pal	0	8	10	blue thunder effect BG, effect cells (9x9)	correct		0
preview/tsa/misc/Tsa_Mapeventcall_6.png	high	ok	graphics/misc/Tsa_Mapeventcall_6.tsa.bin.lz	graphics/misc/gUnknown_089B83C0.4bpp.lz	graphics/misc/Pal1_EfxSelfThunderBG.pal	0	8	10	blue thunder effect BG frame (9x9)	correct		0
preview/tsa/misc/Tsa_Mapeventcall_7.png	high	ok	graphics/misc/Tsa_Mapeventcall_7.tsa.bin.lz	graphics/misc/gUnknown_089B83C0.4bpp.lz	graphics/misc/Pal1_EfxSelfThunderBG.pal	0	8	10	blue thunder effect BG, effect cells (9x9)	correct		0
preview/tsa/misc/Tsa_Mapeventcall_8.png	high	ok	graphics/misc/Tsa_Mapeventcall_8.tsa.bin.lz	graphics/misc/gUnknown_089B83C0.4bpp.lz	graphics/misc/Pal1_EfxSelfThunderBG.pal	0	8	10	blue thunder effect BG frame (9x9)	correct		0
